transaction_id,order_id,customer_id,product_id,transaction_date,quantity,unit_price,discount,total_amount,payment_type,sales_channel
8685,4940,1717,18,2022-11-27,1,630.32,0.0,630.32,Cash,store
8686,,641,12,2022-09-02,1,206.62,0.0,206.62,Cash,store
8687,,879,39,2023-11-05,1,437.55,0.04,420.05,E-Wallet,partner
8688,10585,1001,6,2022-09-30,1,687.1,0.03,666.49,Card,online
8689,,347,33,2023-05-18,2,599.35,0.0,1198.7,Bank Transfer,online
8690,7147,1386,47,2024-01-11,1,324.18,0.0,324.18,Card,partner
8691,2144,2219,20,2024-07-01,2,405.08,0.07,753.45,Cash,store
8692,2009,1016,13,2024-02-26,1,333.64,0.12,293.6,Card,partner
8693,11077,1923,28,2022-02-26,2,177.86,0.03,345.05,Cash,marketplace
8694,210,2369,35,2024-07-01,2,404.24,0.0,808.48,Cash,store
8695,5692,1669,8,2022-01-24,3,613.35,0.11,1637.64,Bank Transfer,marketplace
8696,5760,2093,35,2022-08-10,2,435.61,0.2,696.98,Bank Transfer,marketplace
8697,11892,451,9,2023-08-01,2,448.76,0.06,843.67,Cash,partner
8698,7685,287,39,2023-02-04,1,464.22,0.0,464.22,E-Wallet,partner
8699,12896,1729,50,2024-05-07,1,151.0,0.0,151.0,Bank Transfer,store
8700,,30,7,2024-06-21,1,455.17,0.17,377.79,Bank Transfer,store
8701,5288,2761,39,2024-05-20,1,467.33,0.13,406.58,E-Wallet,partner
8702,11604,1122,9,2022-06-16,1,429.58,0.08,395.21,Bank Transfer,partner
8703,6164,2198,10,2023-05-12,3,34.55,0.0,103.65,E-Wallet,online
8704,13815,1114,18,2022-07-26,1,572.07,0.0,572.07,E-Wallet,marketplace
8705,4730,2758,47,2024-04-08,1,294.43,0.07,273.82,Bank Transfer,online
8706,7973,2038,4,2024-04-22,1,627.68,0.0,627.68,Cash,online
8707,,302,48,2022-08-30,1,439.76,0.04,422.17,E-Wallet,store
8708,11836,2536,31,2022-02-24,1,165.87,0.0,165.87,E-Wallet,marketplace
8709,697,1099,21,2024-09-09,1,656.17,0.14,564.31,Bank Transfer,online
8710,2123,188,21,2023-08-05,3,630.88,0.0,1892.64,Cash,partner
8711,6340,2206,9,2023-11-15,1,434.28,0.04,416.91,Bank Transfer,store
8712,10304,749,32,2022-11-08,2,221.86,0.0,443.72,E-Wallet,store
8713,,1650,1,2023-07-26,2,326.97,0.0,653.94,Bank Transfer,partner
8714,6271,1967,33,2024-09-01,2,648.25,0.08,1192.78,Bank Transfer,marketplace
8715,9566,1144,38,2024-01-04,2,413.19,0.0,826.38,Card,partner
8716,9490,2846,2,2022-08-17,2,621.87,0.03,1206.43,Card,partner
8717,11293,1599,49,2022-02-11,1,171.34,0.0,171.34,Bank Transfer,online
8718,10477,184,28,2022-09-07,1,169.16,0.02,165.78,Card,partner
8719,3324,1496,28,2022-05-15,2,178.51,0.01,353.45,Bank Transfer,online
8720,11324,1430,20,2024-06-03,1,370.55,0.0,370.55,Card,online
8721,11398,2947,32,2022-09-14,1,241.79,0.0,241.79,E-Wallet,marketplace
8722,4142,2572,4,2023-02-28,1,582.24,0.04,558.95,Cash,partner
8723,12977,1577,13,2022-03-18,1,333.98,0.0,333.98,E-Wallet,store
8724,12870,1874,8,2024-04-23,1,691.97,0.03,671.21,E-Wallet,store
8725,11606,935,12,2022-05-08,2,214.14,0.01,424.0,Card,marketplace
8726,13007,1215,11,2023-02-15,1,449.49,0.0,449.49,Cash,partner
8727,3275,2234,11,2023-10-03,3,402.4,0.01,1195.13,E-Wallet,store
8728,194,1806,14,2023-11-21,1,354.46,0.03,343.83,Card,marketplace
8729,8987,1907,19,2024-09-25,1,264.28,0.0,264.28,Bank Transfer,marketplace
8730,10139,2192,26,2024-03-25,1,123.77,0.0,123.77,Bank Transfer,partner
8731,12493,1952,10,2023-08-17,1,34.52,0.05,32.79,Card,store
8732,14716,1505,17,2022-07-05,1,106.87,0.04,102.6,Cash,online
8733,4129,2285,27,2023-10-28,2,392.23,0.0,784.46,Card,marketplace
8734,4830,2399,6,2022-11-17,1,637.65,0.04,612.14,Bank Transfer,online
8735,1470,2631,21,2022-06-23,3,690.76,0.15,1761.44,Cash,store
8736,2059,2578,9,2022-10-22,1,415.26,0.01,411.11,Bank Transfer,online
8737,11184,2978,43,2022-10-08,1,349.99,0.05,332.49,E-Wallet,store
8738,10209,1782,42,2022-09-03,1,119.91,0.0,119.91,Bank Transfer,marketplace
8739,8468,1362,19,2023-10-22,2,262.38,0.2,419.81,Cash,marketplace
8740,14696,2863,32,2022-01-18,1,239.16,0.0,239.16,Cash,partner
8741,10924,481,40,2024-06-13,1,516.47,0.0,516.47,E-Wallet,marketplace
8742,896,1151,19,2022-11-19,1,250.32,0.0,250.32,Cash,store
8743,9774,2699,4,2023-10-19,1,553.89,0.06,520.66,E-Wallet,online
8744,8837,2491,20,2024-03-25,1,384.33,0.0,384.33,E-Wallet,store
8745,,2474,25,2022-08-27,1,555.08,0.02,543.98,Card,store
8746,,1427,18,2024-04-08,1,591.36,0.04,567.71,Card,store
8747,,871,21,2024-06-30,1,635.5,0.03,616.43,Card,store
8748,5990,725,3,2024-08-10,1,612.11,0.06,575.38,E-Wallet,online
8749,,1791,50,2023-12-17,1,156.47,0.02,153.34,Card,marketplace
8750,5500,1537,26,2024-10-12,1,124.13,0.0,124.13,Bank Transfer,partner
8751,3109,2125,49,2022-10-04,1,164.3,0.0,164.3,Cash,store
8752,3113,1682,39,2023-01-16,2,419.64,0.0,839.28,Bank Transfer,partner
8753,,2414,46,2022-05-11,2,227.19,0.1,408.94,Bank Transfer,marketplace
8754,3408,1086,4,2023-01-06,2,626.42,0.15,1064.91,Cash,store
8755,2271,1785,10,2022-10-27,1,33.81,0.0,33.81,Cash,partner
8756,10831,877,4,2024-02-03,1,636.53,0.04,611.07,Bank Transfer,partner
8757,935,1744,3,2023-12-19,1,623.05,0.0,623.05,E-Wallet,store
8758,14494,2822,42,2022-10-11,1,118.62,0.05,112.69,E-Wallet,online
8759,1837,804,3,2024-06-07,1,596.91,0.02,584.97,E-Wallet,partner
8760,14082,2106,40,2022-05-18,1,504.25,0.0,504.25,Bank Transfer,store
8761,2966,1125,50,2023-11-11,2,168.65,0.0,337.3,Bank Transfer,marketplace
8762,6926,1608,32,2023-04-26,1,240.22,0.02,235.42,Card,marketplace
8763,7568,2377,45,2023-10-17,1,196.61,0.0,196.61,Cash,online
8764,7320,1118,3,2024-02-02,1,608.75,0.03,590.49,E-Wallet,marketplace
8765,2924,2458,49,2022-11-27,1,174.44,0.0,174.44,Card,partner
8766,5771,1389,19,2024-04-11,1,266.98,0.05,253.63,E-Wallet,online
8767,13219,1244,1,2023-04-03,1,332.44,0.02,325.79,Bank Transfer,partner
8768,,45,35,2022-03-22,1,401.36,0.0,401.36,Cash,partner
8769,13124,1407,42,2023-04-27,1,123.61,0.0,123.61,Card,marketplace
8770,8367,2587,19,2024-07-19,2,246.99,0.1,444.58,Bank Transfer,store
8771,8073,2461,42,2023-10-11,2,126.19,0.01,249.86,Card,online
8772,,1033,6,2022-03-06,1,625.16,0.12,550.14,Bank Transfer,marketplace
8773,3503,2210,32,2024-04-04,1,242.28,0.05,230.17,E-Wallet,marketplace
8774,1061,1924,21,2022-05-07,1,620.27,0.17,514.82,E-Wallet,partner
8775,9992,1401,35,2022-10-22,1,429.81,0.09,391.13,Bank Transfer,online
8776,14123,2937,43,2022-01-17,2,373.95,0.05,710.5,E-Wallet,online
8777,8546,51,35,2024-09-08,3,409.33,0.05,1166.59,Cash,online
8778,5216,458,41,2022-12-13,1,448.06,0.04,430.14,Bank Transfer,online
8779,4661,2575,21,2024-10-18,2,611.3,0.08,1124.79,Cash,store
8780,4414,1181,3,2024-01-18,3,598.98,0.01,1778.97,Card,store
8781,7331,24,32,2022-04-04,1,234.27,0.0,234.27,Cash,marketplace
8782,14308,1208,40,2023-02-20,1,535.34,0.03,519.28,Bank Transfer,partner
8783,5963,1104,25,2024-06-30,1,586.35,0.05,557.03,E-Wallet,partner
8784,2385,308,43,2023-09-04,1,340.87,0.0,340.87,Bank Transfer,partner
8785,11762,2741,1,2023-06-25,1,324.2,0.0,324.2,Bank Transfer,online
8786,5818,2304,11,2022-02-26,1,390.44,0.06,367.01,Cash,marketplace
8787,13927,2305,37,2023-11-18,1,676.93,0.02,663.39,Bank Transfer,partner
8788,10675,1709,30,2023-09-23,1,81.65,0.03,79.2,Bank Transfer,marketplace
8789,14727,2941,38,2023-03-24,1,449.48,0.08,413.52,E-Wallet,store
8790,13820,2348,4,2024-04-09,1,610.26,0.0,610.26,Card,store
8791,8797,976,15,2022-10-27,2,310.69,0.05,590.31,Card,marketplace
8792,9785,196,41,2022-07-14,1,474.1,0.02,464.62,Card,marketplace
8793,,1847,3,2022-08-13,1,582.1,0.0,582.1,Bank Transfer,online
8794,4274,2517,8,2024-04-19,1,674.38,0.09,613.69,E-Wallet,marketplace
8795,3585,1693,35,2022-05-01,1,438.33,0.0,438.33,E-Wallet,store
8796,12244,2856,40,2022-11-11,2,520.91,0.04,1000.15,E-Wallet,store
8797,218,2092,47,2022-10-21,1,301.24,0.17,250.03,E-Wallet,partner
8798,8062,1110,35,2024-03-19,2,405.66,0.17,673.4,E-Wallet,online
8799,3022,628,8,2023-05-25,1,606.06,0.0,606.06,E-Wallet,store
8800,5874,476,7,2022-07-01,2,461.63,0.08,849.4,E-Wallet,online
8801,10347,731,28,2024-06-20,1,173.18,0.14,148.93,E-Wallet,store
8802,13918,1748,9,2024-02-22,1,447.68,0.14,385.0,Bank Transfer,marketplace
8803,14239,252,38,2023-01-27,1,427.25,0.05,405.89,Cash,store
8804,6854,2406,37,2023-05-20,1,659.63,0.14,567.28,Card,online
8805,12294,923,18,2024-10-20,2,565.75,0.0,1131.5,Card,partner
8806,2132,147,28,2022-06-21,2,179.93,0.02,352.66,Bank Transfer,partner
8807,9048,926,4,2022-08-23,1,615.55,0.07,572.46,Card,marketplace
8808,5324,1716,46,2023-06-14,2,220.98,0.14,380.09,Bank Transfer,online
8809,8825,2201,40,2023-04-24,1,482.68,0.13,419.93,Card,partner
8810,3189,681,36,2024-03-23,1,152.55,0.12,134.24,Bank Transfer,online
8811,9705,794,30,2022-03-24,1,82.48,0.0,82.48,E-Wallet,store
8812,2610,311,38,2024-01-11,2,440.02,0.0,880.04,Bank Transfer,marketplace
8813,12371,886,9,2024-06-04,1,459.63,0.01,455.03,E-Wallet,partner
8814,3500,1400,15,2023-09-28,2,340.7,0.0,681.4,Card,store
8815,14067,2101,31,2022-01-14,1,178.01,0.14,153.09,Cash,online
8816,6917,1824,28,2022-02-02,1,179.94,0.0,179.94,Cash,partner
8817,,1517,14,2022-10-13,1,352.09,0.0,352.09,Card,online
8818,10484,1841,19,2022-04-20,1,262.55,0.08,241.55,Cash,store
8819,899,2,43,2022-06-06,1,342.95,0.11,305.23,Card,marketplace
8820,,1610,31,2022-01-28,1,164.72,0.05,156.48,Bank Transfer,partner
8821,5643,1799,41,2024-09-11,3,481.73,0.0,1445.19,Cash,marketplace
8822,14168,2183,3,2024-05-05,1,598.58,0.0,598.58,Cash,marketplace
8823,,955,31,2022-12-11,1,164.72,0.02,161.43,Cash,marketplace
8824,1701,1338,5,2023-09-02,1,632.17,0.0,632.17,E-Wallet,marketplace
8825,11776,1929,7,2023-11-20,1,435.25,0.0,435.25,Cash,partner
8826,6467,1444,28,2024-04-07,1,160.28,0.0,160.28,Cash,partner
8827,4632,1195,39,2022-02-01,2,466.77,0.0,933.54,E-Wallet,store
8828,2035,490,22,2024-02-16,1,154.04,0.12,135.56,Cash,online
8829,11437,2511,24,2023-03-23,1,511.9,0.11,455.59,E-Wallet,store
8830,11530,300,21,2022-04-27,1,678.28,0.04,651.15,Card,partner
8831,2251,1269,14,2024-04-29,1,357.72,0.04,343.41,Card,marketplace
8832,7634,2501,36,2023-05-02,2,163.41,0.15,277.8,E-Wallet,store
8833,,1857,5,2023-05-22,2,574.93,0.0,1149.86,Cash,marketplace
8834,4358,2410,43,2023-08-20,1,372.51,0.09,338.98,Bank Transfer,marketplace
8835,3890,2522,45,2023-04-09,1,191.35,0.09,174.13,Card,store
8836,8124,371,14,2023-04-30,1,369.8,0.01,366.1,Bank Transfer,online
8837,12308,1516,1,2023-01-10,1,316.05,0.16,265.48,Card,online
8838,9079,2337,40,2024-10-02,1,508.31,0.0,508.31,Bank Transfer,partner
8839,10129,648,34,2022-02-06,1,296.78,0.07,276.01,Cash,online
8840,5895,1992,44,2024-06-19,1,362.59,0.12,319.08,Bank Transfer,partner
8841,8927,1891,43,2023-01-08,2,384.14,0.0,768.28,Cash,online
8842,9048,926,4,2022-02-19,1,615.55,0.14,529.37,E-Wallet,marketplace
8843,1798,2013,4,2022-06-06,1,628.79,0.18,515.61,Card,online
8844,12861,883,43,2023-07-16,2,365.82,0.08,673.11,Cash,partner
8845,284,39,6,2022-03-12,1,686.18,0.19,555.81,Cash,marketplace
8846,,290,20,2023-09-04,1,375.97,0.0,375.97,E-Wallet,marketplace
8847,,136,46,2024-09-22,1,227.19,0.1,204.47,Bank Transfer,online
8848,8122,2803,24,2022-07-31,1,529.7,0.0,529.7,Bank Transfer,online
8849,11273,2823,25,2023-07-01,1,566.3,0.0,566.3,E-Wallet,online
8850,6357,1067,26,2022-06-23,2,127.84,0.18,209.66,Card,store
8851,7749,941,36,2023-12-28,1,163.39,0.15,138.88,E-Wallet,partner
8852,,1301,6,2022-04-06,1,625.16,0.0,625.16,E-Wallet,online
8853,6837,1276,3,2023-12-30,1,635.62,0.01,629.26,E-Wallet,marketplace
8854,2744,612,49,2023-07-01,1,173.13,0.0,173.13,Card,store
8855,,1908,29,2024-10-06,2,21.38,0.0,42.76,E-Wallet,online
8856,8752,1551,47,2024-03-06,2,315.32,0.01,624.33,Bank Transfer,store
8857,3073,1643,5,2023-10-14,3,547.26,0.0,1641.78,Cash,online
8858,5759,452,4,2022-08-31,1,602.95,0.04,578.83,E-Wallet,partner
8859,3242,266,17,2024-03-21,1,105.83,0.0,105.83,E-Wallet,marketplace
8860,12285,2055,20,2023-01-31,1,412.7,0.0,412.7,Bank Transfer,partner
8861,12047,2366,20,2024-08-05,1,374.32,0.04,359.35,Bank Transfer,marketplace
8862,11523,514,42,2023-07-05,1,112.53,0.02,110.28,Bank Transfer,partner
8863,,760,7,2024-07-30,1,455.17,0.0,455.17,Cash,marketplace
8864,4999,1709,2,2023-12-22,1,589.69,0.0,589.69,E-Wallet,online
8865,,1762,40,2023-04-20,2,501.52,0.04,962.92,Bank Transfer,marketplace
8866,,986,4,2024-08-15,1,581.35,0.06,546.47,Cash,marketplace
8867,9963,1108,4,2024-10-25,1,562.64,0.06,528.88,Bank Transfer,online
8868,,576,46,2022-12-04,1,227.19,0.04,218.1,Bank Transfer,marketplace
8869,11552,2911,28,2023-05-10,1,172.92,0.05,164.27,Bank Transfer,partner
8870,7899,828,38,2024-01-31,1,417.73,0.16,350.89,Card,partner
8871,7698,2979,35,2022-09-19,1,411.23,0.0,411.23,Bank Transfer,partner
8872,10035,136,33,2023-08-08,2,578.13,0.05,1098.45,Card,store
8873,5862,2797,40,2024-09-10,1,498.98,0.0,498.98,Cash,store
8874,8234,2664,45,2022-06-24,1,179.07,0.05,170.12,Card,partner
8875,8361,607,28,2022-08-18,2,161.92,0.0,323.84,Bank Transfer,marketplace
8876,4348,1849,32,2024-01-18,1,223.97,0.0,223.97,Cash,marketplace
8877,9383,2887,5,2024-04-28,1,593.11,0.0,593.11,E-Wallet,store
8878,12702,2818,16,2023-03-09,2,504.75,0.01,999.4,E-Wallet,store
8879,3171,2710,40,2023-10-10,3,530.92,0.01,1576.83,Cash,marketplace
8880,10085,217,13,2024-03-07,1,327.19,0.07,304.29,Card,online
8881,10106,1448,32,2023-04-22,1,242.12,0.14,208.22,Cash,partner
8882,2650,833,5,2022-03-03,1,623.4,0.05,592.23,Cash,marketplace
8883,10464,1970,10,2023-10-29,2,33.89,0.02,66.42,Bank Transfer,marketplace
8884,,655,39,2022-01-24,1,437.55,0.0,437.55,Cash,partner
8885,3556,1955,44,2022-01-04,2,360.09,0.1,648.16,Bank Transfer,store
8886,12680,783,37,2024-08-07,1,618.5,0.0,618.5,Cash,partner
8887,466,833,41,2022-07-26,3,432.19,0.0,1296.57,Card,store
8888,,1242,20,2024-07-01,1,375.97,0.08,345.89,Card,online
8889,1364,988,22,2024-04-14,3,159.94,0.04,460.63,Bank Transfer,marketplace
8890,9161,1838,41,2023-06-18,1,488.1,0.01,483.22,Card,partner
8891,12502,678,44,2024-09-20,1,368.64,0.04,353.89,Card,online
8892,8859,579,33,2023-09-07,3,639.28,0.05,1821.95,Cash,partner
8893,,680,26,2022-09-14,1,129.58,0.03,125.69,Cash,online
8894,11958,889,24,2024-09-18,1,500.13,0.04,480.12,E-Wallet,online
8895,7495,2506,38,2024-07-21,1,432.04,0.01,427.72,Bank Transfer,marketplace
8896,10595,1836,25,2023-07-03,2,527.92,0.0,1055.84,Card,store
8897,12337,2226,6,2024-07-01,2,639.02,0.03,1239.7,Card,online
8898,,30,34,2024-02-24,1,289.17,0.0,289.17,E-Wallet,marketplace
8899,14894,359,29,2022-10-20,1,21.33,0.05,20.26,Bank Transfer,online
8900,1225,774,6,2022-08-23,1,608.65,0.08,559.96,Cash,partner
8901,11394,1962,50,2023-04-06,1,154.09,0.05,146.39,E-Wallet,store
8902,1951,342,35,2023-06-22,3,435.04,0.05,1239.86,E-Wallet,partner
8903,4051,37,23,2023-11-17,2,429.46,0.0,858.92,Cash,store
8904,12916,1255,30,2024-03-25,1,82.3,0.11,73.25,Cash,online
8905,3112,98,41,2023-05-09,1,434.65,0.03,421.61,Cash,marketplace
8906,,1883,47,2023-06-13,1,305.54,0.13,265.82,E-Wallet,store
8907,13917,1993,34,2022-07-27,2,288.0,0.08,529.92,Cash,marketplace
8908,5372,973,36,2022-01-15,1,164.2,0.0,164.2,Cash,store
8909,14838,1802,22,2022-08-31,1,144.87,0.01,143.42,Bank Transfer,marketplace
8910,9569,170,42,2023-07-24,2,113.14,0.03,219.49,Bank Transfer,partner
8911,723,923,37,2022-04-13,1,602.26,0.03,584.19,Cash,marketplace
8912,10239,737,2,2023-06-02,3,588.66,0.01,1748.32,Card,store
8913,,2428,32,2024-08-05,1,227.17,0.02,222.63,E-Wallet,online
8914,12595,1231,14,2024-04-19,1,345.85,0.11,307.81,Cash,store
8915,11692,1107,11,2024-07-31,1,445.54,0.19,360.89,Card,store
8916,3030,1325,10,2022-03-11,2,36.47,0.1,65.65,Cash,online
8917,,539,32,2022-07-19,1,227.17,0.0,227.17,E-Wallet,marketplace
8918,7367,290,31,2023-07-16,1,161.62,0.0,161.62,E-Wallet,online
8919,13890,1427,47,2024-09-12,1,324.1,0.15,275.49,Card,store
8920,4375,2582,28,2024-06-25,2,174.35,0.02,341.73,Card,store
8921,3925,1767,47,2024-02-29,3,298.32,0.02,877.06,Bank Transfer,partner
8922,12643,1650,31,2023-08-01,1,163.74,0.02,160.47,Cash,marketplace
8923,9845,2738,25,2022-01-22,1,582.35,0.16,489.17,Card,store
8924,677,2199,22,2023-01-12,1,156.74,0.0,156.74,Card,partner
8925,1311,1044,20,2022-08-09,1,397.34,0.0,397.34,E-Wallet,partner
8926,6733,2288,20,2022-07-06,1,410.37,0.15,348.81,Bank Transfer,marketplace
8927,4431,2027,42,2024-01-12,1,112.78,0.04,108.27,Bank Transfer,partner
8928,9772,1213,30,2023-04-18,1,88.7,0.01,87.81,Bank Transfer,store
8929,13510,1348,1,2023-02-08,1,310.82,0.03,301.5,Bank Transfer,marketplace
8930,6372,2048,27,2024-01-18,1,393.54,0.06,369.93,Bank Transfer,marketplace
8931,3694,2175,16,2024-05-22,1,545.17,0.0,545.17,E-Wallet,online
8932,9196,2266,2,2023-03-31,1,577.84,0.0,577.84,E-Wallet,online
8933,8880,1986,36,2022-02-23,2,159.85,0.03,310.11,Card,marketplace
8934,10952,2974,32,2022-12-19,2,235.37,0.0,470.74,Card,marketplace
8935,,2104,45,2022-09-14,1,184.42,0.07,171.51,Cash,partner
8936,,1440,9,2023-07-01,1,426.36,0.05,405.04,Cash,marketplace
8937,,607,14,2023-05-12,1,352.09,0.11,313.36,E-Wallet,online
8938,33,819,12,2023-06-24,1,222.44,0.02,217.99,Card,partner
8939,4731,2677,45,2022-10-14,1,198.04,0.03,192.1,Card,online
8940,,1441,46,2022-09-10,2,227.19,0.01,449.84,Card,partner
8941,12891,2868,12,2023-03-17,1,210.92,0.04,202.48,Card,online
8942,11237,54,36,2023-10-27,1,150.57,0.08,138.52,Cash,store
8943,1824,2827,24,2022-11-11,1,548.28,0.03,531.83,E-Wallet,marketplace
8944,14364,1195,13,2022-07-28,1,343.69,0.17,285.26,Card,store
8945,14703,897,9,2024-01-03,1,428.89,0.0,428.89,Bank Transfer,partner
8946,11376,4,20,2022-05-09,1,370.1,0.05,351.6,Bank Transfer,store
8947,11772,1708,41,2024-01-06,2,478.65,0.16,804.13,Bank Transfer,marketplace
8948,11357,998,27,2022-01-01,2,371.67,0.1,669.01,Bank Transfer,marketplace
8949,3942,1892,38,2024-01-08,1,431.62,0.11,384.14,Bank Transfer,partner
8950,,2199,24,2022-10-15,3,516.69,0.04,1488.07,Cash,marketplace
8951,1493,1823,21,2024-06-29,2,648.23,0.08,1192.74,Cash,marketplace
8952,4767,1051,20,2023-10-26,1,400.32,0.0,400.32,Bank Transfer,store
8953,7737,1147,36,2024-07-01,1,155.64,0.18,127.62,Cash,online
8954,1324,2946,39,2023-03-23,1,420.1,0.01,415.9,E-Wallet,partner
8955,8528,2863,32,2022-10-12,2,243.26,0.0,486.52,Card,online
8956,1067,2508,50,2023-11-19,2,168.85,0.14,290.42,Card,store
8957,9067,11,7,2024-10-06,3,440.04,0.14,1135.3,Bank Transfer,marketplace
8958,6880,293,48,2022-06-14,2,418.91,0.01,829.44,E-Wallet,marketplace
8959,2570,433,12,2023-03-10,2,199.65,0.0,399.3,Bank Transfer,partner
8960,9545,443,15,2024-05-22,1,349.34,0.04,335.37,Card,partner
8961,1994,2339,16,2022-01-14,1,500.63,0.05,475.6,E-Wallet,store
8962,1615,2675,7,2024-10-28,1,492.81,0.03,478.03,Bank Transfer,store
8963,3044,1195,25,2022-02-21,1,574.45,0.0,574.45,Bank Transfer,store
8964,,2768,10,2022-02-06,1,33.72,0.06,31.7,Bank Transfer,online
8965,3454,1584,49,2023-03-27,1,184.67,0.01,182.82,Cash,store
8966,10240,2210,2,2023-07-15,1,569.47,0.0,569.47,Cash,partner
8967,9670,2424,39,2022-11-20,1,478.27,0.02,468.7,Card,partner
8968,14282,1142,3,2022-09-13,1,579.54,0.03,562.15,Cash,marketplace
8969,12795,1508,43,2024-03-29,1,347.72,0.19,281.65,Cash,partner
8970,6750,543,48,2023-03-10,1,477.29,0.0,477.29,Bank Transfer,store
8971,13529,2111,8,2024-02-09,1,664.25,0.1,597.83,E-Wallet,online
8972,6080,2906,21,2022-10-08,1,607.92,0.07,565.37,Cash,partner
8973,8657,2246,43,2024-01-22,1,368.43,0.02,361.06,Bank Transfer,marketplace
8974,,1541,29,2023-07-25,2,21.38,0.1,38.48,E-Wallet,marketplace
8975,3513,2357,3,2022-05-21,1,612.56,0.14,526.8,E-Wallet,partner
8976,,1734,46,2024-06-29,1,227.19,0.0,227.19,E-Wallet,marketplace
8977,2648,785,31,2024-07-19,1,163.03,0.01,161.4,Card,partner
8978,225,2004,29,2022-09-19,1,20.57,0.08,18.92,Cash,partner
8979,,887,6,2024-01-17,2,625.16,0.0,1250.32,Card,partner
8980,12929,2661,21,2024-09-28,3,622.44,0.05,1773.95,E-Wallet,online
8981,236,751,21,2024-09-02,1,656.04,0.0,656.04,Bank Transfer,partner
8982,11374,1851,42,2023-01-01,1,111.99,0.17,92.95,Bank Transfer,store
8983,8919,2983,28,2024-04-19,1,158.56,0.0,158.56,E-Wallet,store
8984,4166,2428,17,2023-07-05,2,105.9,0.0,211.8,E-Wallet,partner
8985,13018,1583,20,2024-02-14,1,409.02,0.07,380.39,E-Wallet,partner
8986,3454,1584,49,2022-07-05,1,184.67,0.02,180.98,Bank Transfer,partner
8987,11366,2089,45,2022-10-20,2,178.67,0.05,339.47,Cash,marketplace
8988,7875,353,45,2022-02-05,1,198.96,0.09,181.05,Cash,marketplace
8989,6699,432,41,2023-12-26,1,426.29,0.01,422.03,Card,marketplace
8990,12664,1005,26,2024-09-17,3,140.54,0.14,362.59,E-Wallet,partner
8991,13057,594,47,2023-08-15,3,315.27,0.0,945.81,Bank Transfer,store
8992,1193,760,25,2022-07-14,1,562.41,0.0,562.41,Cash,marketplace
8993,14044,2421,11,2024-06-20,1,423.09,0.0,423.09,Bank Transfer,store
8994,13889,195,39,2024-01-19,2,471.05,0.04,904.42,Cash,partner
8995,10201,534,47,2023-08-27,1,308.84,0.0,308.84,E-Wallet,store
8996,4940,1717,18,2022-01-04,1,630.32,0.1,567.29,E-Wallet,online
8997,12313,1260,2,2022-06-02,1,623.64,0.0,623.64,Cash,online
8998,11168,920,16,2024-05-02,1,515.64,0.0,515.64,Bank Transfer,marketplace
8999,,1265,22,2023-01-11,1,148.91,0.01,147.42,Cash,marketplace
9000,5048,864,29,2023-07-13,1,20.86,0.13,18.15,Card,marketplace
9001,10677,1625,48,2024-08-11,1,456.31,0.0,456.31,E-Wallet,store
9002,1932,886,4,2024-08-17,1,622.57,0.03,603.89,Bank Transfer,partner
9003,7057,1958,41,2022-08-27,2,483.59,0.0,967.18,Bank Transfer,store
9004,8088,2869,28,2022-07-07,1,172.64,0.0,172.64,Bank Transfer,store
9005,572,2420,21,2024-02-02,2,641.9,0.15,1091.23,Bank Transfer,store
9006,,510,24,2024-05-29,1,516.69,0.03,501.19,E-Wallet,marketplace
9007,9551,667,3,2022-09-26,1,636.65,0.05,604.82,Bank Transfer,marketplace
9008,,1414,3,2023-09-18,1,582.1,0.0,582.1,Cash,online
9009,,895,8,2022-01-09,1,634.25,0.13,551.8,E-Wallet,partner
9010,7234,2045,27,2024-06-01,1,364.44,0.01,360.8,Bank Transfer,marketplace
9011,6082,2206,49,2023-11-24,1,173.07,0.0,173.07,Card,store
9012,5591,773,48,2023-11-03,2,479.42,0.19,776.66,Cash,partner
9013,7193,31,19,2023-04-03,1,253.48,0.0,253.48,E-Wallet,online
9014,4389,4,25,2022-02-16,1,591.61,0.0,591.61,Card,store
9015,,653,36,2023-04-14,1,156.11,0.0,156.11,Card,marketplace
9016,6165,760,48,2023-05-08,1,419.81,0.0,419.81,Card,partner
9017,10641,1917,5,2022-05-09,1,594.54,0.01,588.59,Cash,partner
9018,6118,2095,44,2024-09-19,1,396.4,0.0,396.4,Cash,partner
9019,4086,61,35,2022-04-06,1,417.12,0.0,417.12,Cash,online
9020,3135,2165,16,2022-07-18,2,545.61,0.0,1091.22,Cash,store
9021,,2179,31,2024-04-18,3,164.72,0.02,484.28,Card,partner
9022,14738,307,42,2022-09-09,1,116.07,0.02,113.75,Cash,store
9023,,2515,18,2022-10-11,1,591.36,0.0,591.36,Card,marketplace
9024,5326,1971,30,2024-01-27,2,83.65,0.0,167.3,E-Wallet,marketplace
9025,138,1078,41,2023-08-19,1,451.33,0.03,437.79,Card,marketplace
9026,744,1497,4,2022-02-01,1,556.84,0.0,556.84,Card,marketplace
9027,958,1404,34,2022-06-15,1,314.55,0.07,292.53,Bank Transfer,store
9028,,901,44,2024-03-01,1,369.88,0.0,369.88,E-Wallet,store
9029,4218,2836,50,2022-12-01,1,168.19,0.0,168.19,E-Wallet,store
9030,7863,179,17,2022-05-04,2,110.2,0.16,185.14,E-Wallet,store
9031,3965,1134,18,2024-02-26,1,578.0,0.17,479.74,Bank Transfer,partner
