ticket_id,customer_id,subject,priority,status,created_date,resolved_date,assigned_to
2371,1161,payment issue,medium,resolved,2022-09-15,,Sarah Miller
2372,941,delivery delay,high,pending,2024-02-12,2024-03-12,Hafiz Rahman
2373,1628,refund request,medium,closed,2024-06-23,,Sarah Davis
2374,2424,delivery delay,medium,open,2023-06-17,2023-07-04,Arjun Iyer
2375,495,damaged item,high,in progress,2022-07-07,,Laura Brown
2376,1300,payment issue,high,resolved,2023-06-15,2023-06-28,Zul Abdullah
2377,1288,delivery delay,low,closed,2022-07-07,2022-07-13,Sarah Davis
2378,2654,damaged item,medium,in progress,2023-04-02,2023-04-24,Ling Chen
2379,1839,refund request,medium,pending,2024-08-08,,Hafiz Rahman
2380,1198,account issue,medium,closed,2022-12-18,2022-12-22,John Smith
2381,1825,payment issue,medium,pending,2024-02-05,2024-02-13,Siti Hassan
2382,1037,delivery delay,medium,open,2022-02-07,2022-02-14,Arjun Singh
2383,2599,payment issue,medium,in progress,2023-03-18,2023-03-24,Ahmad Abdullah
2384,1251,payment issue,low,in progress,2024-06-12,2024-07-01,Hua Liang
2385,1979,damaged item,high,pending,2022-03-27,2022-04-20,Tao Wong
2386,2857,damaged item,low,resolved,2022-07-26,2022-08-15,Nor Rahman
2387,2750,account issue,medium,in progress,2022-09-14,,Nor Rahman
2388,1060,account issue,low,resolved,2023-10-13,2023-11-07,Arjun Singh
2389,2912,account issue,medium,pending,2024-07-26,,Zul Abdullah
2390,2185,refund request,low,pending,2022-04-03,2022-04-10,Sarah Davis
2391,104,damaged item,medium,pending,2023-11-04,,Hafiz Ismail
2392,2088,payment issue,medium,closed,2022-09-12,2022-09-20,Jia Xiao
2393,1377,payment issue,medium,open,2023-04-19,2023-04-23,Ahmad Hassan
2394,1816,account issue,urgent,resolved,2022-07-10,,Ahmad Razak
2395,818,delivery delay,medium,pending,2022-12-30,2023-01-12,Swati Singh
2396,2285,payment issue,low,in progress,2023-06-26,2023-07-13,Arjun Singh
2397,2423,payment issue,low,in progress,2023-05-25,,Nor Abdullah
2398,1314,refund request,high,in progress,2024-08-31,,Tao Wong
2399,2238,account issue,medium,resolved,2022-04-03,,Ling Chen
2400,918,refund request,medium,in progress,2024-08-29,2024-09-13,Chris Davis
2401,2529,account issue,high,resolved,2024-05-10,2024-05-25,Jia Xiao
2402,1567,account issue,high,in progress,2023-12-07,,Nor Hassan
2403,220,account issue,low,in progress,2022-11-14,2022-11-29,Tao Wong
2404,373,damaged item,low,open,2023-10-08,2023-10-14,Hafiz Ismail
2405,106,refund request,urgent,closed,2024-06-24,2024-07-06,Ahmad Rahman
2406,534,refund request,low,pending,2022-12-25,2023-01-03,Hafiz Ismail
2407,2217,damaged item,high,open,2022-01-21,2022-02-12,Ahmad Rahman
2408,1557,payment issue,high,open,2022-05-21,2022-05-25,Ahmad Rahman
2409,1277,delivery delay,medium,resolved,2024-06-16,2024-07-10,Ahmad Rahman
2410,400,refund request,low,resolved,2023-12-31,2024-01-05,Laura Brown
2411,2828,damaged item,low,pending,2022-08-05,2022-08-10,David Johnson
2412,1656,account issue,high,resolved,2022-05-19,,Nor Hassan
2413,2264,payment issue,urgent,in progress,2022-02-27,2022-03-04,Jia Xiao
2414,1560,payment issue,medium,in progress,2023-09-04,2023-10-02,Arjun Singh
2415,2620,payment issue,medium,closed,2022-10-19,2022-11-01,Swati Singh
2416,2818,delivery delay,urgent,open,2022-02-16,2022-03-09,Arjun Iyer
2417,1232,delivery delay,low,pending,2022-04-07,2022-04-11,Siti Hassan
2418,734,damaged item,high,open,2023-09-29,2023-10-18,Michael Brown
2419,2667,refund request,medium,closed,2022-04-09,2022-04-26,Arjun Singh
2420,53,delivery delay,low,in progress,2023-08-17,2023-09-06,Ravi Iyer
2421,1829,payment issue,low,closed,2023-11-10,2023-12-09,Tao Ming
2422,2402,refund request,low,pending,2023-07-24,2023-08-23,Jia Ming
2423,361,refund request,medium,pending,2022-10-27,,Ling Mei
2424,2348,account issue,low,resolved,2022-05-27,,Hafiz Rahman
2425,2772,refund request,low,closed,2024-02-09,2024-02-15,Jia Li
2426,857,refund request,low,closed,2023-11-14,,Ahmad Abdullah
2427,317,delivery delay,low,open,2022-04-06,2022-04-14,Tao Chen
2428,771,refund request,low,pending,2024-01-21,2024-02-15,Hafiz Rahman
2429,2822,refund request,medium,resolved,2022-01-02,,Ahmad Hassan
2430,779,delivery delay,low,closed,2023-03-16,2023-04-04,Nor Razak
2431,829,account issue,medium,resolved,2023-10-26,2023-11-03,Ling Chen
2432,2010,damaged item,medium,pending,2022-03-10,2022-03-20,Swati Nair
2433,1865,account issue,medium,resolved,2022-02-03,,David Johnson
2434,1423,delivery delay,medium,open,2023-02-17,2023-03-13,Nor Abdullah
2435,772,refund request,medium,closed,2022-01-29,2022-02-22,Nor Hassan
2436,1703,account issue,low,closed,2022-06-21,2022-06-21,Ravi Singh
2437,1446,damaged item,low,closed,2022-03-01,,Hafiz Ismail
2438,2602,damaged item,medium,open,2022-08-02,,Ahmad Razak
2439,1649,payment issue,low,resolved,2024-04-09,,Laura Brown
2440,2309,refund request,high,closed,2022-01-19,2022-02-14,Zul Abdullah
2441,1339,refund request,high,resolved,2022-11-12,,Tao Wong
2442,544,damaged item,low,closed,2024-08-04,2024-08-21,Jia Xiao
2443,352,damaged item,medium,in progress,2023-09-13,2023-10-11,David Miller
2444,468,delivery delay,low,open,2024-08-13,,Nor Abdullah
2445,490,refund request,urgent,pending,2022-02-26,2022-03-14,Michael Davis
2446,718,payment issue,low,open,2023-06-02,2023-06-10,Swati Nair
2447,2628,damaged item,medium,open,2023-03-10,2023-03-25,Tao Ming
2448,196,refund request,urgent,open,2024-05-13,,Jia Xiao
2449,676,delivery delay,high,in progress,2022-10-06,2022-10-16,Ravi Iyer
2450,1135,account issue,medium,in progress,2022-05-05,,Arjun Nair
2451,1835,account issue,low,closed,2023-06-17,2023-06-21,Chris Davis
2452,636,refund request,low,open,2023-07-01,2023-07-13,Nor Rahman
2453,2442,damaged item,low,in progress,2023-04-03,2023-04-26,Nor Rahman
2454,189,delivery delay,high,open,2023-07-16,,Jia Liang
2455,860,refund request,low,in progress,2022-05-05,2022-05-26,Wei Ming
2456,1129,refund request,medium,pending,2024-06-09,,Ahmad Abdullah
2457,3,refund request,medium,closed,2022-12-20,2023-01-12,Nor Hassan
2458,1256,delivery delay,high,pending,2023-12-19,2024-01-04,Sarah Davis
2459,1945,delivery delay,low,closed,2023-12-24,2024-01-23,Jia Liang
2460,2171,payment issue,low,resolved,2022-08-01,,Jia Liang
2461,1280,delivery delay,medium,open,2023-12-27,2023-12-31,Wei Ming
2462,2294,delivery delay,medium,resolved,2024-04-10,2024-04-29,Laura Brown
2463,1943,delivery delay,high,open,2024-03-12,2024-03-18,Nor Hassan
2464,113,account issue,low,closed,2023-05-07,2023-05-11,John Smith
2465,2673,payment issue,high,pending,2023-04-10,2023-04-16,Arjun Nair
2466,520,refund request,medium,pending,2024-01-03,2024-01-23,Jia Xiao
2467,1367,account issue,low,pending,2023-05-18,,Zul Abdullah
2468,633,damaged item,high,pending,2024-08-06,2024-08-13,Ahmad Abdullah
2469,4,delivery delay,low,open,2023-04-17,2023-04-30,Ling Chen
2470,2697,refund request,low,closed,2023-02-20,2023-03-21,Ahmad Abdullah
2471,325,damaged item,medium,resolved,2022-04-24,,Hua Liang
2472,2521,refund request,medium,open,2023-04-26,2023-05-12,Wei Ming
2473,542,refund request,high,open,2024-03-16,2024-03-26,Emily Miller
2474,16,damaged item,high,pending,2024-02-12,2024-02-22,Emily Miller
2475,979,account issue,low,open,2022-12-04,2022-12-19,Ravi Iyer
2476,903,refund request,low,pending,2024-10-03,2024-10-24,Ahmad Hassan
2477,1873,payment issue,medium,closed,2023-09-08,,Siti Hassan
2478,1378,delivery delay,low,open,2022-04-30,,Arjun Iyer
2479,2956,delivery delay,low,open,2023-07-17,2023-07-28,Kumar Iyer
2480,1289,delivery delay,low,closed,2024-08-09,2024-08-27,David Johnson
2481,453,refund request,high,closed,2023-02-26,,Arjun Iyer
2482,416,account issue,medium,in progress,2022-07-12,2022-08-10,Siti Hassan
2483,325,refund request,,closed,2023-07-31,2023-08-30,John Smith
2484,2968,refund request,,resolved,2024-08-16,2024-09-13,Jia Li
2485,333,delivery delay,medium,resolved,2023-03-18,2023-04-17,Jia Xiao
2486,1735,payment issue,low,resolved,2023-10-25,,Michael Davis
2487,1876,damaged item,low,resolved,2023-04-16,,Kumar Iyer
2488,1342,refund request,low,in progress,2024-04-04,2024-04-14,Michael Davis
2489,2860,account issue,medium,pending,2024-05-13,2024-05-14,Ling Mei
2490,2618,refund request,medium,resolved,2023-03-21,2023-03-24,Tao Chen
2491,2831,refund request,low,closed,2023-09-04,2023-09-30,Tao Wong
2492,2902,account issue,low,open,2024-10-02,2024-10-30,Ravi Iyer
2493,2370,account issue,medium,resolved,2022-04-08,,Sarah Miller
2494,1607,payment issue,medium,resolved,2023-05-25,2023-06-13,Siti Hassan
2495,893,account issue,medium,closed,2023-07-28,,Ravi Singh
2496,2805,refund request,high,resolved,2024-05-07,,Tao Chen
2497,1421,delivery delay,low,in progress,2024-06-18,2024-07-16,Tao Mei
2498,2269,refund request,medium,closed,2022-05-23,2022-05-31,Ling Mei
2499,2797,damaged item,low,in progress,2023-12-26,,Emily Miller
2500,198,account issue,urgent,pending,2022-10-27,2022-11-13,John Smith
2501,2865,account issue,low,pending,2023-08-25,2023-09-22,Jia Li
2502,423,refund request,high,closed,2022-11-23,2022-12-11,Priya Kaur
2503,2859,refund request,low,closed,2022-09-28,2022-10-27,Hafiz Rahman
2504,1302,payment issue,low,pending,2024-02-13,2024-03-07,Arjun Iyer
2505,1484,account issue,low,in progress,2022-06-16,2022-06-25,Arjun Nair
2506,185,account issue,low,resolved,2023-01-05,,Jia Li
2507,2579,damaged item,medium,closed,2022-06-06,,Tao Ming
2508,2990,payment issue,low,closed,2024-03-20,2024-04-07,Michael Davis
2509,2699,refund request,medium,open,2022-05-15,2022-06-02,Nor Rahman
2510,1298,refund request,medium,resolved,2022-12-25,2022-12-28,Tao Wong
2511,2875,refund request,medium,closed,2023-01-14,,Laura Brown
2512,1325,payment issue,medium,closed,2023-03-11,2023-04-05,Ahmad Abdullah
2513,175,delivery delay,medium,open,2023-02-27,2023-03-09,Jia Li
2514,253,account issue,low,in progress,2023-01-21,2023-02-17,Sarah Davis
2515,1035,payment issue,medium,in progress,2024-07-21,2024-08-04,Hua Chen
2516,536,refund request,low,pending,2023-11-11,,Tao Mei
2517,7,refund request,high,in progress,2022-03-01,,Arjun Nair
2518,1393,account issue,,pending,2024-05-05,2024-05-12,Ahmad Hassan
2519,127,refund request,high,closed,2023-06-14,2023-06-16,Ahmad Abdullah
2520,2678,delivery delay,high,pending,2024-01-19,2024-02-08,Ling Chen
2521,1139,refund request,medium,in progress,2023-07-03,2023-07-04,Nor Rahman
2522,761,payment issue,high,open,2023-08-19,2023-08-28,Nor Rahman
2523,2678,damaged item,low,in progress,2024-09-24,2024-10-07,Tao Wong
2524,740,delivery delay,medium,open,2022-12-09,2022-12-28,Nor Rahman
2525,1810,refund request,high,resolved,2024-10-28,,Sarah Davis
2526,2535,account issue,low,in progress,2024-09-25,2024-10-22,John Smith
2527,1750,delivery delay,low,resolved,2022-07-02,2022-07-26,David Johnson
2528,2719,damaged item,medium,pending,2022-10-28,2022-11-02,Sarah Miller
2529,1500,damaged item,medium,pending,2023-05-26,2023-05-27,John Smith
2530,512,damaged item,medium,closed,2022-07-10,2022-07-17,Ahmad Rahman
2531,810,payment issue,low,closed,2024-04-05,,Ahmad Hassan
2532,1994,payment issue,low,open,2023-11-12,2023-12-10,Jia Ming
2533,2686,account issue,low,closed,2024-01-28,,Ahmad Razak
2534,1240,damaged item,medium,closed,2022-06-03,2022-07-03,Priya Kaur
2535,748,refund request,low,closed,2024-01-19,2024-02-10,Ahmad Abdullah
2536,294,damaged item,low,resolved,2023-08-25,,Ahmad Rahman
2537,1077,account issue,medium,closed,2022-03-04,2022-03-29,Tao Ming
2538,1,payment issue,medium,pending,2024-06-30,,David Johnson
2539,1827,payment issue,high,pending,2022-07-11,2022-07-23,Ahmad Rahman
2540,2684,delivery delay,medium,in progress,2023-09-05,2023-09-13,Tao Ming
2541,727,payment issue,medium,in progress,2022-09-24,2022-10-05,Ahmad Hassan
2542,2991,delivery delay,low,closed,2023-06-22,2023-07-09,Arjun Singh
2543,629,delivery delay,high,in progress,2022-09-24,,John Smith
2544,598,damaged item,low,resolved,2022-07-31,2022-08-21,Hafiz Ismail
2545,2040,delivery delay,medium,closed,2022-01-21,,Nor Hassan
2546,2545,delivery delay,high,pending,2023-04-16,2023-04-25,Michael Brown
2547,641,damaged item,high,resolved,2022-10-28,2022-11-27,Ahmad Hassan
2548,813,refund request,medium,closed,2023-11-12,2023-12-02,Tao Wong
2549,1050,account issue,medium,closed,2022-03-14,2022-04-07,Arjun Singh
2550,685,payment issue,low,pending,2022-01-14,2022-01-16,Ahmad Abdullah
2551,720,payment issue,low,closed,2023-10-29,,Hafiz Razak
2552,2671,payment issue,low,open,2023-08-13,2023-08-23,Michael Davis
2553,1677,payment issue,high,closed,2022-04-12,,Ahmad Razak
2554,932,payment issue,low,resolved,2022-05-17,2022-05-21,Ahmad Abdullah
2555,2494,payment issue,low,closed,2024-02-01,,Jia Li
2556,2089,account issue,medium,pending,2022-09-15,2022-10-06,Tao Mei
2557,255,account issue,low,resolved,2022-10-08,,Priya Kaur
2558,2973,refund request,high,pending,2023-04-27,,Hafiz Ismail
2559,2443,delivery delay,urgent,pending,2022-10-09,2022-11-04,Ling Chen
2560,2501,refund request,low,pending,2022-12-12,,Hafiz Rahman
2561,1124,payment issue,medium,in progress,2022-11-07,,Nor Rahman
2562,838,payment issue,low,open,2022-05-16,2022-05-17,Ravi Singh
2563,2124,refund request,high,resolved,2024-01-16,2024-01-26,Chris Davis
2564,1643,account issue,low,closed,2023-02-08,2023-02-08,Aminah Razak
2565,1372,delivery delay,low,pending,2024-03-26,2024-04-25,Arjun Nair
2566,1538,payment issue,low,open,2022-04-01,,Kumar Iyer
2567,1393,delivery delay,high,open,2022-10-05,2022-10-19,Hua Chen
2568,1290,damaged item,medium,in progress,2022-01-25,2022-02-17,Michael Davis
2569,1694,delivery delay,low,resolved,2023-04-21,,Wei Ming
2570,2932,payment issue,low,in progress,2022-02-28,,Ling Xiao
2571,114,delivery delay,low,closed,2023-05-04,,Ling Mei
2572,1793,refund request,low,closed,2022-10-28,2022-11-27,Hafiz Rahman
2573,2052,refund request,medium,in progress,2022-08-29,,Jia Li
2574,1274,refund request,urgent,in progress,2024-10-13,2024-10-28,Sarah Davis
2575,429,account issue,medium,in progress,2022-12-31,2023-01-04,Priya Kaur
2576,1442,delivery delay,high,pending,2024-01-29,2024-02-13,Jia Li
2577,101,payment issue,medium,in progress,2023-12-28,,Ahmad Abdullah
2578,2669,account issue,low,pending,2024-08-17,2024-09-10,Arjun Nair
2579,1807,delivery delay,low,resolved,2023-09-02,2023-09-15,Arjun Iyer
2580,583,delivery delay,low,closed,2022-03-07,2022-03-15,Swati Nair
2581,588,payment issue,high,open,2024-05-17,2024-06-05,Arjun Iyer
2582,445,account issue,medium,open,2022-06-24,,Hafiz Razak
2583,329,payment issue,,closed,2022-04-04,2022-05-01,Tao Ming
2584,2355,payment issue,low,closed,2023-09-07,,Sarah Miller
2585,2937,damaged item,medium,pending,2024-08-16,2024-09-11,Jia Xiao
2586,2082,delivery delay,low,resolved,2022-10-23,2022-10-25,Tao Mei
2587,1423,damaged item,low,open,2023-07-10,2023-07-11,Ravi Iyer
2588,2380,damaged item,high,open,2022-02-07,2022-03-02,Emily Miller
2589,901,payment issue,urgent,in progress,2022-04-03,2022-05-03,Sarah Miller
2590,963,refund request,high,resolved,2023-08-29,2023-08-29,Ravi Iyer
2591,284,account issue,high,closed,2022-08-07,2022-08-31,Ahmad Razak
2592,2720,refund request,medium,pending,2024-04-01,2024-04-22,Wei Ming
2593,1178,delivery delay,low,closed,2022-06-04,,Nor Rahman
2594,2396,refund request,medium,open,2023-05-23,2023-05-25,Hua Chen
2595,606,account issue,low,closed,2023-08-10,,Hua Chen
2596,714,delivery delay,low,resolved,2024-04-01,,John Smith
2597,2146,account issue,medium,open,2023-12-23,2023-12-23,Ahmad Razak
2598,2179,delivery delay,medium,open,2023-07-01,2023-07-02,Michael Brown
2599,601,damaged item,,pending,2024-04-25,2024-05-19,Swati Nair
2600,715,damaged item,high,in progress,2022-02-02,2022-02-09,David Johnson
2601,981,account issue,low,open,2022-08-07,,Ahmad Hassan
2602,650,payment issue,low,open,2023-05-14,,Michael Davis
2603,602,delivery delay,low,pending,2023-03-07,2023-03-15,Priya Kaur
2604,1057,payment issue,medium,resolved,2024-09-28,2024-10-17,Jia Xiao
2605,866,payment issue,medium,in progress,2022-10-05,2022-10-05,Hafiz Ismail
2606,2116,refund request,medium,open,2022-03-09,2022-03-21,Zul Abdullah
2607,704,payment issue,low,pending,2024-09-04,2024-09-08,Nor Razak
2608,1246,payment issue,high,in progress,2022-05-06,2022-05-23,Hua Liang
2609,865,delivery delay,medium,closed,2022-05-17,2022-06-07,Aminah Razak
2610,148,account issue,medium,closed,2024-02-12,2024-02-20,Nor Abdullah
2611,1877,payment issue,medium,open,2022-05-28,2022-06-09,Ahmad Hassan
2612,1826,delivery delay,medium,pending,2023-07-15,2023-08-13,Wei Ming
2613,65,payment issue,medium,pending,2024-02-08,,Ling Xiao
2614,213,delivery delay,high,open,2022-02-05,2022-03-02,Hafiz Rahman
2615,735,account issue,medium,resolved,2022-12-01,,Emily Miller
2616,1705,payment issue,low,closed,2022-04-13,2022-04-23,Hafiz Rahman
2617,2727,payment issue,medium,in progress,2023-06-14,,Arjun Singh
2618,506,damaged item,medium,open,2022-12-17,2023-01-03,Jia Xiao
2619,2344,account issue,medium,resolved,2024-09-15,2024-10-10,John Smith
2620,2293,payment issue,low,pending,2023-03-10,2023-03-13,Tao Ming
2621,2530,payment issue,medium,in progress,2023-06-29,,Arjun Singh
2622,1319,refund request,low,pending,2024-10-18,2024-10-24,Hafiz Ismail
2623,662,payment issue,low,resolved,2022-02-10,2022-02-14,Michael Brown
2624,2634,account issue,medium,closed,2024-03-01,,Ling Chen
2625,1690,delivery delay,medium,in progress,2022-02-18,2022-03-06,Michael Davis
2626,2076,delivery delay,high,resolved,2024-09-29,2024-10-26,Swati Singh
2627,843,payment issue,high,resolved,2024-01-06,2024-01-16,Ahmad Razak
2628,1805,damaged item,medium,resolved,2023-02-18,2023-02-21,Nor Hassan
2629,2636,damaged item,low,open,2023-04-19,2023-04-23,Nor Hassan
2630,1015,account issue,low,in progress,2023-04-20,,Chris Davis
2631,2017,delivery delay,low,closed,2022-05-31,2022-06-09,Arjun Singh
2632,805,delivery delay,low,pending,2023-10-19,2023-10-24,Jia Liang
2633,1,account issue,medium,pending,2024-08-19,2024-09-18,Ahmad Hassan
2634,2680,delivery delay,low,pending,2024-05-21,2024-06-18,Jia Xiao
2635,2041,refund request,low,open,2022-01-20,,Hafiz Rahman
2636,149,account issue,medium,in progress,2023-07-12,2023-08-08,Jia Li
2637,42,delivery delay,low,in progress,2023-07-06,,Ahmad Hassan
2638,851,refund request,low,in progress,2024-03-27,2024-04-22,David Johnson
2639,2641,account issue,high,closed,2024-04-28,2024-05-11,Sarah Davis
2640,2188,account issue,medium,open,2024-09-13,2024-09-14,Jia Xiao
2641,95,refund request,urgent,open,2023-06-17,2023-06-21,Jia Liang
2642,838,damaged item,low,pending,2024-03-12,2024-04-11,Ahmad Razak
2643,2418,account issue,low,in progress,2023-07-16,,Ahmad Rahman
2644,2752,refund request,low,open,2024-07-20,2024-08-08,Tao Mei
2645,1537,account issue,medium,pending,2024-07-07,2024-07-12,Nor Razak
2646,1369,account issue,low,in progress,2023-12-09,2024-01-08,Ravi Singh
2647,2379,damaged item,high,closed,2023-07-04,2023-08-01,Nor Razak
2648,2402,refund request,medium,open,2023-03-23,2023-03-28,Ahmad Razak
2649,2306,refund request,high,closed,2024-05-29,,Jia Ming
2650,248,refund request,low,pending,2024-09-25,2024-10-15,Sarah Miller
2651,1880,damaged item,medium,pending,2022-02-10,2022-03-09,Priya Kaur
2652,2117,damaged item,high,closed,2022-10-11,2022-11-02,Hua Liang
2653,2323,refund request,low,resolved,2022-10-09,,Laura Brown
2654,327,delivery delay,medium,closed,2022-08-04,,Michael Brown
2655,111,refund request,medium,open,2023-03-20,2023-04-02,Ahmad Razak
2656,2754,damaged item,low,resolved,2023-07-28,2023-08-15,Sarah Brown
2657,1994,damaged item,low,closed,2022-08-10,2022-08-17,Ravi Singh
2658,1335,account issue,medium,pending,2022-05-11,,Swati Nair
2659,1966,refund request,high,pending,2024-03-11,2024-04-03,Chris Davis
2660,1414,payment issue,low,in progress,2022-05-28,2022-06-16,Ahmad Razak
2661,1753,refund request,medium,open,2024-01-16,,Jia Xiao
2662,210,delivery delay,low,open,2023-09-26,2023-10-22,Hafiz Razak
2663,1555,refund request,medium,in progress,2024-06-22,2024-07-17,David Johnson
2664,1630,payment issue,medium,open,2023-05-25,2023-05-25,Sarah Miller
2665,1716,delivery delay,medium,in progress,2023-12-13,2023-12-15,Nor Razak
2666,2286,damaged item,low,resolved,2023-09-19,2023-10-07,David Johnson
2667,329,account issue,low,closed,2022-04-03,,Kumar Iyer
2668,1377,delivery delay,low,pending,2023-07-13,2023-07-21,Jia Liang
2669,2594,damaged item,low,in progress,2022-06-14,,Ahmad Rahman
2670,1072,delivery delay,medium,open,2024-05-01,,Ahmad Rahman
2671,1059,payment issue,medium,closed,2023-05-05,2023-06-01,Ling Mei
2672,114,damaged item,,resolved,2022-01-28,2022-02-16,Laura Brown
2673,1497,refund request,low,closed,2024-01-04,2024-01-17,Emily Miller
2674,1014,refund request,low,closed,2023-11-28,2023-12-03,Ahmad Hassan
2675,2333,account issue,medium,resolved,2022-03-14,2022-03-29,Nor Abdullah
2676,1453,payment issue,medium,closed,2024-04-07,2024-05-03,Tao Chen
2677,1099,refund request,medium,resolved,2023-07-01,,Jia Ming
2678,2716,damaged item,high,closed,2024-09-23,2024-10-18,Ahmad Abdullah
2679,1334,account issue,low,closed,2024-08-21,2024-08-31,Aminah Razak
2680,24,account issue,low,resolved,2024-03-02,,Ahmad Hassan
2681,2996,damaged item,low,pending,2022-10-26,2022-11-06,Arjun Singh
2682,1645,damaged item,low,closed,2023-07-28,2023-08-14,Sarah Davis
2683,183,payment issue,medium,closed,2024-04-24,2024-04-26,Hua Liang
2684,478,payment issue,low,open,2023-07-30,,Hua Chen
2685,70,account issue,high,in progress,2022-10-18,2022-10-30,Nor Abdullah
2686,673,refund request,medium,in progress,2023-07-25,2023-07-27,Ahmad Hassan
2687,1561,refund request,high,resolved,2024-10-23,,Nor Rahman
2688,350,payment issue,low,in progress,2022-08-14,2022-08-15,Sarah Miller
2689,261,damaged item,low,open,2023-09-19,,Sarah Miller
2690,973,account issue,low,pending,2022-05-09,,Michael Davis
2691,2090,delivery delay,high,in progress,2022-07-17,,Tao Mei
2692,2805,account issue,medium,open,2023-05-02,2023-05-21,Sarah Brown
2693,2983,damaged item,medium,pending,2022-07-25,2022-07-30,Tao Wong
2694,1346,delivery delay,medium,pending,2023-10-30,,Arjun Singh
2695,326,damaged item,low,open,2024-08-18,2024-09-15,Nor Abdullah
2696,2053,payment issue,low,pending,2023-01-31,2023-02-20,David Miller
2697,168,delivery delay,medium,open,2022-05-02,2022-05-07,Laura Brown
2698,2903,payment issue,medium,open,2024-01-30,2024-02-15,Hafiz Rahman
2699,1062,damaged item,medium,open,2022-05-23,,Chris Davis
2700,1224,refund request,medium,resolved,2022-01-30,,Michael Davis
2701,959,delivery delay,low,closed,2023-03-17,2023-03-17,Nor Rahman
2702,1369,account issue,low,resolved,2023-12-01,,Ling Xiao
2703,1469,refund request,high,open,2024-06-19,2024-06-27,Nor Abdullah
2704,1301,damaged item,medium,closed,2023-02-07,2023-02-24,Chris Davis
2705,502,account issue,medium,in progress,2023-07-17,2023-08-11,Chris Davis
2706,423,payment issue,low,open,2022-12-02,,Hua Chen
2707,392,payment issue,medium,open,2023-10-06,2023-11-05,Arjun Singh
2708,2281,delivery delay,low,in progress,2023-08-01,2023-08-24,Tao Mei
2709,1327,account issue,low,in progress,2023-07-11,,Hafiz Razak
2710,1994,delivery delay,low,resolved,2022-04-04,2022-04-08,Jia Li
2711,1738,payment issue,high,closed,2022-03-21,2022-04-10,Tao Mei
2712,2919,account issue,low,pending,2023-06-06,2023-06-14,Michael Brown
2713,2830,refund request,,in progress,2023-01-09,,Hafiz Razak
2714,759,refund request,medium,pending,2022-04-05,2022-04-15,Ahmad Abdullah
2715,2605,refund request,low,resolved,2022-02-28,2022-03-01,Michael Brown
2716,2639,account issue,low,pending,2022-11-22,2022-12-15,David Johnson
2717,2034,damaged item,medium,open,2022-03-08,2022-03-29,Swati Nair
2718,54,delivery delay,low,in progress,2022-05-21,2022-06-09,Sarah Miller
2719,1288,delivery delay,medium,in progress,2024-06-13,2024-06-15,Tao Wong
2720,2000,delivery delay,,open,2024-06-06,,Hua Liang
2721,238,delivery delay,high,open,2024-05-21,2024-06-09,Ravi Iyer
2722,657,delivery delay,medium,pending,2022-08-26,2022-09-14,David Johnson
2723,699,damaged item,low,open,2024-08-03,,Jia Xiao
2724,461,refund request,medium,in progress,2022-02-26,2022-03-28,Zul Abdullah
2725,1314,refund request,low,pending,2024-06-17,2024-06-18,Ling Xiao
2726,364,payment issue,low,pending,2022-04-10,,Ling Mei
2727,2950,account issue,,resolved,2022-10-23,2022-10-29,Hua Chen
2728,1874,refund request,low,closed,2023-11-14,2023-12-01,Tao Ming
2729,148,payment issue,low,resolved,2023-04-18,2023-05-18,Hafiz Razak
2730,1810,delivery delay,low,open,2023-09-30,,John Smith
2731,1553,payment issue,urgent,open,2024-02-21,,Swati Nair
2732,1528,payment issue,high,in progress,2024-02-18,2024-03-18,Siti Hassan
2733,37,damaged item,medium,closed,2024-09-29,2024-10-09,Sarah Davis
2734,119,account issue,,in progress,2023-11-05,2023-11-14,Tao Ming
2735,1830,account issue,medium,resolved,2022-12-15,,David Johnson
2736,1114,delivery delay,high,open,2023-11-02,,Sarah Brown
2737,738,damaged item,high,resolved,2024-10-01,,Michael Davis
2738,1625,refund request,low,closed,2022-12-23,2023-01-05,Ling Mei
2739,896,refund request,medium,resolved,2022-03-24,2022-03-29,Hua Chen
2740,348,account issue,medium,closed,2022-11-29,2022-12-29,Sarah Miller
2741,444,delivery delay,low,in progress,2022-09-20,2022-09-21,Ling Mei
2742,1944,refund request,low,pending,2022-06-25,,Jia Xiao
2743,2697,damaged item,medium,open,2022-11-17,2022-11-26,Nor Hassan
2744,806,damaged item,medium,open,2023-01-13,2023-01-14,Aminah Razak
2745,920,payment issue,high,resolved,2024-10-25,2024-10-31,Ling Mei
2746,1075,damaged item,medium,pending,2023-07-27,,Hafiz Razak
2747,2831,damaged item,medium,closed,2023-08-04,2023-08-17,Hafiz Ismail
2748,1367,delivery delay,medium,closed,2024-03-03,,Arjun Nair
2749,2506,refund request,high,pending,2022-04-24,2022-04-24,Ravi Singh
2750,2053,payment issue,medium,closed,2024-04-14,2024-04-30,Swati Nair
2751,928,refund request,low,in progress,2024-10-29,2024-11-09,Tao Wong
2752,1535,payment issue,low,in progress,2023-05-12,2023-06-01,Ahmad Hassan
2753,2501,payment issue,low,open,2022-12-02,2022-12-19,Arjun Iyer
2754,139,refund request,low,in progress,2023-12-09,2024-01-06,Sarah Brown
2755,582,account issue,low,in progress,2024-04-24,2024-05-21,David Miller
2756,2274,delivery delay,high,closed,2022-01-05,2022-01-19,Wei Ming
